Id,items-links-href,Address,Address-city,Price,Year,SqMtr,Rooms,Code
1547410636-1099,https://www.funda.nl/koop/verkocht/delft/huis-40608982-kiekendiefhof-7/?navigateSource=resultlist,Kiekendiefhof 7,2623 PB Delft,"210,000",1980,74,3,2623
1547413297-1682,https://www.funda.nl/koop/verkocht/delft/huis-40876769-van-miereveltlaan-15/?navigateSource=resultlist,Van Miereveltlaan 15,2612 XE Delft,"375,000",1950,127,6,2612
1547411462-1283,https://www.funda.nl/koop/verkocht/delft/huis-40866677-vlamingstraat-43-45/?navigateSource=resultlist,Vlamingstraat 43 45,2611 KS Delft,"965,000",1885,237,9,2611
1547412172-1439,https://www.funda.nl/koop/verkocht/delft/appartement-40500925-chilipad-35/?navigateSource=resultlist,Chilipad 35,2622 AZ Delft,"284,800",2018,77,3,2622
1547412176-1440,https://www.funda.nl/koop/verkocht/delft/appartement-40500926-chilipad-39/?navigateSource=resultlist,Chilipad 39,2622 AZ Delft,"284,800",2018,77,3,2622
1547408187-565,https://www.funda.nl/koop/verkocht/delft/huis-49383411-gelukkig-slot-bouwnr-16/?navigateSource=resultlist,Happy Slot (Building No. 16),2614 SR Delft,"379,000",2018,131,5,2614
1547410320-1029,https://www.funda.nl/koop/verkocht/delft/huis-40603136-oude-delft-32/?navigateSource=resultlist,Oude Delft 32,2611 CC Delft,"1,275,000",1884,220,7,2611
1547410977-1175,https://www.funda.nl/koop/verkocht/delft/appartement-40647187-c-fockstraat-122/?navigateSource=resultlist,C. Fockstraat 122,2613 DJ Delft,"225,000",1925,81,4,2613
1547412505-1513,https://www.funda.nl/koop/verkocht/delft/huis-40817441-hof-van-robijn-1/?navigateSource=resultlist,Hof van Robijn 1,2614 TK Delft,"325,000",1995,119,5,2614
1547408339-599,https://www.funda.nl/koop/verkocht/delft/appartement-40498703-van-beresteynstraat-146/?navigateSource=resultlist,Van Beresteynstraat 146,2614 HE Delft,"289,500",2007,107,3,2614
1547412404-1490,https://www.funda.nl/koop/verkocht/delft/huis-86229333-schijflaan-20/?navigateSource=resultlist,Schijflaan 20,2625 KG Delft,"299,500",1975,132,5,2625
1547411040-1189,https://www.funda.nl/koop/verkocht/delft/appartement-40453323-bouwnummer-bouwnr-4/?navigateSource=resultlist,Building number (Building No. 4),2613 SS Delft,"552,958",2018,140,4,2613
1547411209-1227,https://www.funda.nl/koop/verkocht/delft/appartement-40589039-guldenwater-2-bouwnr-222/?navigateSource=resultlist,Guldenwater 2 (Building No. 222),2613 JV Delft,"289,000",2018,77,3,2613
1547408288-588,https://www.funda.nl/koop/verkocht/delft/huis-49223785-nieuwe-langendijk-30/?navigateSource=resultlist,New Langendijk 30,2611 UK Delft,"287,000",1890,90,3,2611
1547409053-754,https://www.funda.nl/koop/verkocht/delft/appartement-40533482-menno-ter-braaklaan-175/?navigateSource=resultlist,Menno ter Braaklaan 175,2624 TD Delft,"172,500",1965,89,4,2624
1547412889-1598,https://www.funda.nl/koop/verkocht/delft/appartement-86357491-hendrik-tollensstraat-314/?navigateSource=resultlist,Hendrik Tollensstraat 314,2624 BS Delft,"175,000",1966,65,4,2624
1547410552-1081,https://www.funda.nl/koop/verkocht/delft/huis-40621552-aletta-jacobsstraat-2/?navigateSource=resultlist,Aletta Jacobsstraat 2,2614 HG Delft,"299,000",1988,112,4,2614
1547412572-1528,https://www.funda.nl/koop/verkocht/delft/huis-40840643-handboogstraat-5/?navigateSource=resultlist,Handboogstraat 5,2613 PZ Delft,"275,000",1880,86,5,2613
1547411559-1305,https://www.funda.nl/koop/verkocht/delft/appartement-40625345-pieterstraat-9/?navigateSource=resultlist,Pieterstraat 9,2611 CT Delft,"229,500",2002,58,2,2611
1547412121-1428,https://www.funda.nl/koop/verkocht/delft/huis-40694009-sibeliuslaan-5/?navigateSource=resultlist,Sibeliuslaan 5,2625 ZC Delft,"250,000",1991,84,4,2625
1547409120-769,https://www.funda.nl/koop/verkocht/delft/appartement-40484092-hoflandendreef-223/?navigateSource=resultlist,Hoflandendreef 223,2614 MS Delft,"200,000",2010,81,3,2614
1547408622-661,https://www.funda.nl/koop/verkocht/delft/appartement-40598449-roland-holstlaan-929/?navigateSource=resultlist,Roland Holstlaan 929,2624 KG Delft,"160,000",1968,61,2,2624
1547408626-662,https://www.funda.nl/koop/verkocht/delft/appartement-40401797-libourellaan-7/?navigateSource=resultlist,Libourellaan 7,2613 XR Delft,"169,500",1965,59,2,2613
1547412860-1592,https://www.funda.nl/koop/verkocht/delft/huis-40818418-dr-schaepmanstraat-75/?navigateSource=resultlist,Dr. Schaepmanstraat 75,2612 PK Delft,"250,000",1920,79,3,2612
1547411420-1274,https://www.funda.nl/koop/verkocht/delft/appartement-40662217-bouwnummer-bouwnr-431/?navigateSource=resultlist,Building number (Building No. 431),2611 BV Delft,"219,000",2018,40,1,2611
1547408124-551,https://www.funda.nl/koop/verkocht/delft/huis-49383407-gelukkig-slot-bouwnr-34/?navigateSource=resultlist,Happy Slot (Building No. 34),2614 SR Delft,"480,000",2018,175,5,2614
1547409809-916,https://www.funda.nl/koop/verkocht/delft/appartement-40659008-glenn-millerstraat-80/?navigateSource=resultlist,Glenn Millerstraat 80,2625 WM Delft,"219,500",2011,75,3,2625
1547410404-1048,https://www.funda.nl/koop/verkocht/delft/appartement-40693309-pijperring-180/?navigateSource=resultlist,Piper ring 180,2625 EN Delft,"112,500",1969,74,3,2625
1547409978-953,https://www.funda.nl/koop/verkocht/delft/appartement-40573716-ternatestraat-33/?navigateSource=resultlist,Ternatestraat 33,2612 AW Delft,"179,000",1934,66,3,2612
1547408132-553,https://www.funda.nl/koop/verkocht/delft/huis-49383409-gelukkig-slot-bouwnr-36/?navigateSource=resultlist,Happy Slot (Building No. 36),2614 SR Delft,"485,000",2018,175,5,2614
1547412201-1445,https://www.funda.nl/koop/verkocht/delft/appartement-40878650-westvest-89/?navigateSource=resultlist,Westvest 89,2611 AZ Delft,"189,000",1975,51,2,2611
1547408200-568,https://www.funda.nl/koop/verkocht/delft/huis-49383424-gelukkig-slot-bouwnr-19/?navigateSource=resultlist,Happy Slot (Building No. 19),2614 SR Delft,"375,000",2018,131,5,2614
1547408039-532,https://www.funda.nl/koop/verkocht/delft/huis-49383488-gelukkig-slot-bouwnr-1/?navigateSource=resultlist,Happy Slot (Building No. 1),2614 SR Delft,"360,000",2018,125,7,2614
1547408652-667,https://www.funda.nl/koop/verkocht/delft/huis-49344457-sint-olofslaan-20/?navigateSource=resultlist,Sint Olofslaan 20,2613 EJ Delft,"232,500",1896,81,4,2613
1547407909-503,https://www.funda.nl/koop/verkocht/delft/huis-40405517-libanonstraat-19/?navigateSource=resultlist,Libanonstraat 19,2622 HS Delft,"309,000",1989,125,5,2622
1547412797-1578,https://www.funda.nl/koop/verkocht/delft/appartement-40884567-derde-werelddreef-31/?navigateSource=resultlist,Third World Drift 31,2622 HB Delft,"160,000",1985,60,3,2622
1547407846-489,https://www.funda.nl/koop/verkocht/delft/huis-49341092-westerstraat-134/?navigateSource=resultlist,Westerstraat 134,2613 RL Delft,"275,000",1890,88,4,2613
1547410215-1006,https://www.funda.nl/koop/verkocht/delft/appartement-40500917-chilipad-23/?navigateSource=resultlist,Chilipad 23,2622 AZ Delft,"276,400",2018,74,3,2622
1547409154-777,https://www.funda.nl/koop/verkocht/delft/huis-40598176-justus-van-schoonhovenstraat-23/?navigateSource=resultlist,Justus van Schoonhovenstraat 23,2613 NX Delft,"339,000",1940,85,4,2613
1547410045-968,https://www.funda.nl/koop/verkocht/delft/huis-49321379-verwersdijk-150/?navigateSource=resultlist,Verwersdijk 150,2611 NM Delft,"325,000",1850,92,4,2611
1547407934-509,https://www.funda.nl/koop/verkocht/delft/appartement-40484662-aart-van-der-leeuwlaan-186/?navigateSource=resultlist,Aart van der Leeuwlaan 186,2624 LH Delft,"215,000",1972,103,4,2624
1547408449-622,https://www.funda.nl/koop/verkocht/delft/appartement-40460882-vrijenbanselaan-15/?navigateSource=resultlist,Vrijenbanselaan 15,2612 CK Delft,"200,000",1933,84,4,2612
1547408466-626,https://www.funda.nl/koop/verkocht/delft/huis-40557353-van-hallstraat-9/?navigateSource=resultlist,Van Hallstraat 9,2613 CK Delft,"425,000",1935,114,6,2613
1547412009-1404,https://www.funda.nl/koop/verkocht/delft/huis-40524418-klinkerbuurt-3-fase-2-bouwnr-111/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 111),2628 ZT Delft,"458,500",2018,161,5,2628
1547411837-1367,https://www.funda.nl/koop/verkocht/delft/huis-40426487-klinkerbuurt-3-fase-1-bouwnr-67/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 67),2628 ZR Delft,"357,000",2018,126,5,2628
1547411192-1223,https://www.funda.nl/koop/verkocht/delft/appartement-40589027-guldenwater-2-bouwnr-202/?navigateSource=resultlist,Guldenwater 2 (Building No. 202),2613 JV Delft,"175,000",2018,43,1,2613
1547411411-1272,https://www.funda.nl/koop/verkocht/delft/appartement-40744548-willem-bilderdijkhof-61/?navigateSource=resultlist,Willem Bilderdijkhof 61,2624 ZG Delft,"133,875",1965,70,3,2624
1547412243-1455,https://www.funda.nl/koop/verkocht/delft/huis-40885455-oceaanpad-7/?navigateSource=resultlist,Ocean path 7,2614 XA Delft,"315,000",1995,124,5,2614
1547408998-742,https://www.funda.nl/koop/verkocht/delft/huis-40594260-doelenstraat-25/?navigateSource=resultlist,Doelenstraat 25,2611 NR Delft,"209,000",1870,52,3,2611
1547412720-1561,https://www.funda.nl/koop/verkocht/delft/huis-86265141-burgemeestersrand-6/?navigateSource=resultlist,Burgemeestersrand 6,2625 NW Delft,"290,000",1999,112,5,2625
1547407837-487,https://www.funda.nl/koop/verkocht/delft/appartement-40467981-roland-holstlaan-790/?navigateSource=resultlist,Roland Holstlaan 790,2624 JE Delft,"182,500",1967,75,3,2624
1547409775-908,https://www.funda.nl/koop/verkocht/delft/huis-40658088-westerstraat-57/?navigateSource=resultlist,Westerstraat 57,2613 RE Delft,"182,500",1887,47,3,2613
1547413251-1671,https://www.funda.nl/koop/verkocht/delft/appartement-40825319-fabrieksstraat-50/?navigateSource=resultlist,Fabrieksstraat 50,2624 MT Delft,"250,000",1999,87,4,2624
1547412083-1419,https://www.funda.nl/koop/verkocht/delft/huis-40524433-klinkerbuurt-3-fase-2-bouwnr-98/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 98),2628 ZT Delft,"376,000",2018,126,4,2628
1547412923-1606,https://www.funda.nl/koop/verkocht/delft/appartement-86362128-hendrik-tollensstraat-152/?navigateSource=resultlist,Hendrik Tollensstraat 152,2624 BK Delft,"161,000",1966,65,3,2624
1547413163-1653,https://www.funda.nl/koop/verkocht/delft/huis-40838071-witmolen-20/?navigateSource=resultlist,Witmolen 20,2614 LR Delft,"400,000",2006,129,6,2614
1547411213-1228,https://www.funda.nl/koop/verkocht/delft/appartement-40589030-guldenwater-2-bouwnr-223/?navigateSource=resultlist,Guldenwater 2 (Building No. 223),2613 JV Delft,"291,000",2018,77,3,2613
1547410392-1045,https://www.funda.nl/koop/verkocht/delft/huis-86032394-afrikalaan-30/?navigateSource=resultlist,Afrikalaan 30,2622 DH Delft,"299,000",1984,134,6,2622
1547409898-935,https://www.funda.nl/koop/verkocht/delft/appartement-40689427-van-beresteynstraat-139/?navigateSource=resultlist,Van Beresteynstraat 139,2614 HE Delft,"285,000",2007,107,3,2614
1547409712-894,https://www.funda.nl/koop/verkocht/delft/appartement-40662216-bouwnummer-bouwnr-430/?navigateSource=resultlist,Building number (Building No. 430),2611 BV Delft,"205,000",2018,37,1,2611
1547407627-440,https://www.funda.nl/koop/verkocht/delft/appartement-49313458-mendelssohnstraat-9/?navigateSource=resultlist,Mendelssohnstraat 9,2625 AC Delft,"209,000",1994,100,4,2625
1547411605-1315,https://www.funda.nl/koop/verkocht/delft/huis-40544595-archipellaan-13/?navigateSource=resultlist,Archipellaan 13,2612 GB Delft,"275,000",1944,85,4,2612
1547410981-1176,https://www.funda.nl/koop/verkocht/delft/appartement-40687650-straat-van-ormoes-17/?navigateSource=resultlist,Street of Ormoes 17,2622 KB Delft,"177,500",1992,72,3,2622
1547410817-1140,https://www.funda.nl/koop/verkocht/delft/huis-40589901-floris-bouwnr-6/?navigateSource=resultlist,Floris (Building No. 6),2613 JV Delft,"555,000",2018,149,6,2613
1547409684-888,https://www.funda.nl/koop/verkocht/delft/appartement-40580136-straat-van-ormoes-107/?navigateSource=resultlist,Street of Ormoes 107,2622 KD Delft,"225,000",1990,75,3,2622
1547410948-1169,https://www.funda.nl/koop/verkocht/delft/huis-40718769-sandinoweg-68/?navigateSource=resultlist,Sandinoweg 68,2622 DZ Delft,"310,000",2000,120,4,2622
1547408496-633,https://www.funda.nl/koop/verkocht/delft/huis-40403997-pelikaansingel-18/?navigateSource=resultlist,Pelikaansingel 18,2623 JH Delft,"250,000",1987,84,4,2623
1547407648-445,https://www.funda.nl/koop/verkocht/delft/huis-40467108-van-zuylen-van-nijeveltstraat-12/?navigateSource=resultlist,Van Zuylen van Nijeveltstraat 12,2613 CW Delft,"300,000",1930,95,5,2613
1547408512-636,https://www.funda.nl/koop/verkocht/delft/appartement-40465303-hoflandendreef-253/?navigateSource=resultlist,Hoflandendreef 253,2614 MS Delft,"220,000",2010,88,4,2614
1547412538-1520,https://www.funda.nl/koop/verkocht/delft/appartement-40662204-bouwnummer-bouwnr-330/?navigateSource=resultlist,Building number (Building No. 330),2611 BV Delft,"205,000",2018,39,1,2611
1547412054-1413,https://www.funda.nl/koop/verkocht/delft/huis-40524427-klinkerbuurt-3-fase-2-bouwnr-86/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 86),2628 ZT Delft,"376,000",2018,126,4,2628
1547412813-1581,https://www.funda.nl/koop/verkocht/delft/appartement-40877725-aart-van-der-leeuwlaan-52/?navigateSource=resultlist,Aart van der Leeuwlaan 52,2624 LD Delft,"200,000",1972,103,4,2624
1547408817-703,https://www.funda.nl/koop/verkocht/delft/huis-40550649-derde-werelddreef-273/?navigateSource=resultlist,Third World Drift 273,2622 HK Delft,"235,000",1990,82,4,2622
1547408170-561,https://www.funda.nl/koop/verkocht/delft/huis-49383417-gelukkig-slot-bouwnr-29/?navigateSource=resultlist,Happy Slot (Building No. 29),2614 SR Delft,"590,000",2018,188,5,2614
1547410121-985,https://www.funda.nl/koop/verkocht/delft/huis-40522114-hermelijnstraat-10/?navigateSource=resultlist,Hermelijnstraat 10,2623 EB Delft,"265,000",1977,121,5,2623
1547411689-1334,https://www.funda.nl/koop/verkocht/delft/huis-40893983-pootstraat-147/?navigateSource=resultlist,Pootstraat 147,2613 PJ Delft,"250,000",1925,115,6,2613
1547410585-1088,https://www.funda.nl/koop/verkocht/delft/huis-40574053-bastinglaan-21/?navigateSource=resultlist,Bastinglaan 21,2614 GP Delft,"550,000",1967,199,7,2614
1547409813-917,https://www.funda.nl/koop/verkocht/delft/huis-40659672-hovenierstraat-34/?navigateSource=resultlist,Hovenierstraat 34,2613 RN Delft,"225,000",1878,88,3,2613
1547410205-1004,https://www.funda.nl/koop/verkocht/delft/huis-40523689-spoorsingel-98/?navigateSource=resultlist,Spoorsingel 98,2613 BC Delft,"595,000",1933,159,5,2613
1547409872-930,https://www.funda.nl/koop/verkocht/delft/appartement-40429308-jacoba-van-beierenlaan-165/?navigateSource=resultlist,Jacoba van Beieren Avenue 165,2613 JE Delft,"149,500",1964,66,3,2613
1547411057-1193,https://www.funda.nl/koop/verkocht/delft/appartement-40530238-bouwnummer-bouwnr-1/?navigateSource=resultlist,Building number (Building No. 1),2613 SS Delft,"699,000",2018,145,4,2613
1547410303-1025,https://www.funda.nl/koop/verkocht/delft/appartement-40549939-jan-campertlaan-83/?navigateSource=resultlist,Jan Campertlaan 83,2624 PA Delft,"225,000",1971,119,5,2624
1547411706-1338,https://www.funda.nl/koop/verkocht/delft/huis-40426464-klinkerbuurt-3-fase-1-bouwnr-119/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 119),2628 ZR Delft,"469,500",2018,161,6,2628
1547409426-836,https://www.funda.nl/koop/verkocht/delft/huis-40533800-noordeinde-10/?navigateSource=resultlist,Noordeinde 10,2611 KH Delft,"845,000",1906,227,8,2611
1547411390-1267,https://www.funda.nl/koop/verkocht/delft/appartement-40744554-hoflandendreef-345/?navigateSource=resultlist,Hoflandendreef 345,2614 MT Delft,"232,500",2010,91,4,2614
1547407795-478,https://www.funda.nl/koop/verkocht/delft/huis-40428303-oranjestraat-33-35/?navigateSource=resultlist,Oranjestraat 33 35,2611 SX Delft,"385,000",1906,118,6,2611
1547408280-586,https://www.funda.nl/koop/verkocht/delft/huis-40466888-bunzinghof-13/?navigateSource=resultlist,Bunzinghof 13,2623 EK Delft,"325,000",1978,126,5,2623
1547409771-907,https://www.funda.nl/koop/verkocht/delft/appartement-86047036-bosboom-toussaintplein-257/?navigateSource=resultlist,Bosboom-Toussaintplein 257,2624 DR Delft,"169,000",1965,66,4,2624
1547411639-1323,https://www.funda.nl/koop/verkocht/delft/huis-40584727-koekamp-175/?navigateSource=resultlist,Koekamp 175,2623 XS Delft,"329,000",1979,140,5,2623
1547407799-479,https://www.funda.nl/koop/verkocht/delft/appartement-49330052-ezelsveldlaan-18/?navigateSource=resultlist,Ezelsveldlaan 18,2611 RV Delft,"289,500",2007,83,3,2611
1547410231-1009,https://www.funda.nl/koop/verkocht/delft/appartement-40500912-chilipad-49/?navigateSource=resultlist,Chilipad 49,2622 AZ Delft,"276,400",2018,74,3,2622
1547410918-1162,https://www.funda.nl/koop/verkocht/delft/appartement-40714202-hof-van-delftlaan-79/?navigateSource=resultlist,Hof van Delftlaan 79,2613 BK Delft,"269,000",1933,101,5,2613
1547409653-883,https://www.funda.nl/koop/verkocht/delft/huis-40526891-oude-delft-208/?navigateSource=resultlist,Oude Delft 208,2611 HJ Delft,"645,000",1906,166,5,2611
1547411483-1288,https://www.funda.nl/koop/verkocht/delft/huis-40523245-laan-van-groenewegen-18/?navigateSource=resultlist,Laan van Groenewegen 18,2614 KG Delft,"895,000",2010,217,7,2614
1547411394-1268,https://www.funda.nl/koop/verkocht/delft/huis-40600506-hoflandendreef-397/?navigateSource=resultlist,Hoflandendreef 397,2614 MT Delft,"315,000",2019,104,5,2614
1547407715-460,https://www.funda.nl/koop/verkocht/delft/appartement-40412098-arnoldstraat-22/?navigateSource=resultlist,Arnoldstraat 22,2613 DW Delft,"168,500",1920,41,2,2613
1547410619-1096,https://www.funda.nl/koop/verkocht/delft/huis-40699642-klinkerbuurt-3-parkhuizen-bouwnr-133/?navigateSource=resultlist,Klinkerbuurt 3 - Park houses (Building No. 133),2628 ZT Delft,"541,250",2018,188,7,2628
1547411066-1195,https://www.funda.nl/koop/verkocht/delft/appartement-40628407-van-der-lelijstraat-41-i/?navigateSource=resultlist,Van der Lelijstraat 41 I,2614 EE Delft,"189,000",1957,81,4,2614
1547413016-1626,https://www.funda.nl/koop/verkocht/delft/appartement-40877878-jan-campertlaan-167/?navigateSource=resultlist,Jan Campertlaan 167,2624 PC Delft,"200,000",1972,104,4,2624
1547412847-1589,https://www.funda.nl/koop/verkocht/delft/huis-40829018-molenstraat-11-c/?navigateSource=resultlist,Molenstraat 11 C,2611 JZ Delft,"925,000",1650,240,4,2611
1547411062-1194,https://www.funda.nl/koop/verkocht/delft/huis-40544381-argentiniestraat-77/?navigateSource=resultlist,Argentina Street 77,2622 AT Delft,"300,000",1982,112,5,2622
1547410413-1050,https://www.funda.nl/koop/verkocht/delft/appartement-40534478-zjoekowlaan-39/?navigateSource=resultlist,Zjoekowlaan 39,2625 PJ Delft,"219,500",1973,122,5,2625
1547408115-549,https://www.funda.nl/koop/verkocht/delft/huis-49383405-gelukkig-slot-bouwnr-32/?navigateSource=resultlist,Happy Slot (Building No. 32),2614 SR Delft,"480,000",2018,175,5,2614
1547411369-1263,https://www.funda.nl/koop/verkocht/delft/appartement-40713022-van-der-lelijstraat-31-i/?navigateSource=resultlist,Van der Lelijstraat 31 I,2614 ED Delft,"185,000",1957,82,4,2614
1547408736-686,https://www.funda.nl/koop/verkocht/delft/appartement-40422585-zuidplantsoen-61/?navigateSource=resultlist,Zuidplantsoen 61,2628 BZ Delft,"315,000",2007,89,3,2628
1547411668-1329,https://www.funda.nl/koop/verkocht/delft/huis-40606735-burgwal-24-a/?navigateSource=resultlist,Burgwal 24 a,2611 GJ Delft,"600,000",1940,162,7,2611
1547408906-722,https://www.funda.nl/koop/verkocht/delft/appartement-40514333-oostpoort-10/?navigateSource=resultlist,Oostpoort 10,2611 RZ Delft,"220,000",1979,56,2,2611
1547412805-1579,https://www.funda.nl/koop/verkocht/delft/huis-40507843-adriaan-pauwstraat-30/?navigateSource=resultlist,Adriaan Pauwstraat 30,2613 DA Delft,"375,000",1930,112,5,2613
1547411626-1320,https://www.funda.nl/koop/verkocht/delft/huis-40739610-frederik-matthesstraat-26/?navigateSource=resultlist,Frederik Matthesstraat 26,2613 ZZ Delft,"319,000",1880,80,3,2613
1547408504-634,https://www.funda.nl/koop/verkocht/delft/huis-40446536-zambezilaan-88/?navigateSource=resultlist,Zambezilaan 88,2622 LG Delft,"300,000",1990,135,6,2622
1547411222-1230,https://www.funda.nl/koop/verkocht/delft/appartement-40589043-guldenwater-2-bouwnr-232/?navigateSource=resultlist,Guldenwater 2 (Building No. 232),2613 JV Delft,"293,000",2018,77,3,2613
1547408347-601,https://www.funda.nl/koop/verkocht/delft/appartement-40413016-pijperring-139/?navigateSource=resultlist,Piper ring 139,2625 EK Delft,"97,500",1969,74,3,2625
1547410016-962,https://www.funda.nl/koop/verkocht/delft/huis-40651392-lookwatering-38/?navigateSource=resultlist,Lookwatering 38,2614 KA Delft,"640,000",1995,135,6,2614
1547412454-1502,https://www.funda.nl/koop/verkocht/delft/appartement-40662292-bouwnummer-bouwnr-236/?navigateSource=resultlist,Building number (Building No. 236),2611 BV Delft,"159,500",2018,25,1,2611
1547409236-794,https://www.funda.nl/koop/verkocht/delft/huis-49375815-coudenhovelaan-5/?navigateSource=resultlist,Coudenhovelaan 5,2625 PE Delft,"319,000",1998,116,5,2625
1547410079-976,https://www.funda.nl/koop/verkocht/delft/appartement-40662213-bouwnummer-bouwnr-338/?navigateSource=resultlist,Building number (Building No. 338),2611 BV Delft,"197,500",2018,37,1,2611
1547410337-1033,https://www.funda.nl/koop/verkocht/delft/huis-40499918-henry-dunantlaan-20/?navigateSource=resultlist,Henry Dunantlaan 20,2614 Delft,"352,000",2011,142,7,2614
1547409061-756,https://www.funda.nl/koop/verkocht/delft/huis-40444084-israellaan-33/?navigateSource=resultlist,Israëllaan 33,2622 HR Delft,"269,000",1987,113,5,2622
1547412222-1450,https://www.funda.nl/koop/verkocht/delft/huis-40876783-plateelstraat-2-a/?navigateSource=resultlist,Plateelstraat 2 a,2613 PS Delft,"245,000",1905,63,4,2613
1547408436-619,https://www.funda.nl/koop/verkocht/delft/huis-40492337-sint-olofsstraat-13/?navigateSource=resultlist,Sint Olofsstraat 13,2613 EK Delft,"312,000",1906,97,5,2613
1547409270-801,https://www.funda.nl/koop/verkocht/delft/huis-40439980-valkenlaan-4/?navigateSource=resultlist,Valkenlaan 4,2623 HP Delft,"259,000",1981,120,5,2623
1547408301-590,https://www.funda.nl/koop/verkocht/delft/appartement-40413116-pijperring-257/?navigateSource=resultlist,Piper ring 257,2625 ET Delft,"101,250",1969,86,4,2625
1547409695-890,https://www.funda.nl/koop/verkocht/delft/appartement-40662200-bouwnummer-bouwnr-335/?navigateSource=resultlist,Building number (Building No. 335),2611 BV Delft,"199,000",2018,37,1,2611
1547412555-1524,https://www.funda.nl/koop/verkocht/delft/huis-40610836-graswinckelstraat-54/?navigateSource=resultlist,Graswinckelstraat 54,2613 PX Delft,"269,000",1885,78,4,2613
1547408698-678,https://www.funda.nl/koop/verkocht/delft/huis-49246068-zaagbekhof-8/?navigateSource=resultlist,Zaagbekhof 8,2623 MK Delft,"250,000",1980,112,4,2623
1547413083-1637,https://www.funda.nl/koop/verkocht/delft/appartement-40860106-pijperring-159/?navigateSource=resultlist,Pipe ring 159,2625 EM Delft,"108,750",1969,86,4,2625
1547411892-1379,https://www.funda.nl/koop/verkocht/delft/huis-40426499-klinkerbuurt-3-fase-1-bouwnr-79/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 79),2628 ZR Delft,"373,000",2018,130,5,2628
1547409380-826,https://www.funda.nl/koop/verkocht/delft/huis-40595642-justus-van-schoonhovenstraat-1/?navigateSource=resultlist,Justus van Schoonhovenstraat 1,2613 NX Delft,"225,000",1940,65,4,2613
1547409620-875,https://www.funda.nl/koop/verkocht/delft/huis-40654802-weteringlaan-12/?navigateSource=resultlist,Weteringlaan 12,2613 WN Delft,"500,000",1955,129,5,2613
1547409893-934,https://www.funda.nl/koop/verkocht/delft/huis-40659384-prof-oudemansstraat-86/?navigateSource=resultlist,Prof. dr. Oudemansstraat 86,2628 KG Delft,"275,000",1949,81,4,2628
1547408533-641,https://www.funda.nl/koop/verkocht/delft/huis-40479256-superlofts-fase-ii-herenhuis-bouwnr-9/?navigateSource=resultlist,Superlofts Phase II Mansion (Building No. 9),2613 RT Delft,"549,500",2018,157,1,2613
1547410163-994,https://www.funda.nl/koop/verkocht/delft/huis-40543402-adriaan-pauwstraat-92/?navigateSource=resultlist,Adriaan Pauwstraat 92,2613 DB Delft,"385,000",1934,104,4,2613
1547410628-1098,https://www.funda.nl/koop/verkocht/delft/appartement-40603546-hendrick-de-keyserweg-41/?navigateSource=resultlist,Hendrick de Keyserweg 41,2612 KA Delft,"250,000",2006,113,4,2612
1547411378-1264,https://www.funda.nl/koop/verkocht/delft/appartement-40620510-oostsingel-145/?navigateSource=resultlist,Oostsingel 145,2612 HJ Delft,"349,000",1906,110,4,2612
1547407884-498,https://www.funda.nl/koop/verkocht/delft/huis-40472374-eisenhowerlaan-51/?navigateSource=resultlist,Eisenhowerlaan 51,2625 GE Delft,"299,000",1971,125,5,2625
1547409028-749,https://www.funda.nl/koop/verkocht/delft/appartement-40424398-piet-heinstraat-72/?navigateSource=resultlist,Piet Heinstraat 72,2628 RL Delft,"250,000",1920,77,3,2628
1547410011-961,https://www.funda.nl/koop/verkocht/delft/huis-40650982-machteld-van-meterenlaan-20/?navigateSource=resultlist,Machteld van Meterenlaan 20,2628 LR Delft,"600,000",2005,180,8,2628
1547408748-689,https://www.funda.nl/koop/verkocht/delft/huis-49399583-paxlaan-74/?navigateSource=resultlist,Paxlaan 74,2613 GE Delft,"219,000",1906,70,3,2613
1547411053-1192,https://www.funda.nl/koop/verkocht/delft/appartement-40704001-hof-van-spiegeling-13/?navigateSource=resultlist,Court of Spiegeling 13,2614 VA Delft,"183,000",1994,73,3,2614
1547413141-1649,https://www.funda.nl/koop/verkocht/delft/huis-40919008-wielengahof-47/?navigateSource=resultlist,Wielengahof 47,2625 LK Delft,"325,000",1970,130,6,2625
1547412146-1433,https://www.funda.nl/koop/verkocht/delft/huis-40867142-vlamingstraat-21/?navigateSource=resultlist,Vlamingstraat 21,2611 KR Delft,"375,000",1906,126,5,2611
1547409182-782,https://www.funda.nl/koop/verkocht/delft/appartement-40581937-hendrik-tollensstraat-60/?navigateSource=resultlist,Hendrik Tollensstraat 60,2624 BH Delft,"145,000",1968,64,3,2624
1547409129-771,https://www.funda.nl/koop/verkocht/delft/huis-40584390-koepoortstraat-3/?navigateSource=resultlist,Koepoortstraat 3,2612 HS Delft,"275,000",1891,83,4,2612
