Id,items-links-href,Address,Address-city,Price,Year,SqMtr,Rooms,Code
1547411074-1197,https://www.funda.nl/koop/verkocht/delft/huis-86175192-beverhof-15/?navigateSource=resultlist,Beverhof 15,2623 EP Delft,"300,000",1978,113,5,2623
1547411854-1370,https://www.funda.nl/koop/verkocht/delft/huis-40426480-klinkerbuurt-3-fase-1-bouwnr-70/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 70),2628 ZR Delft,"373,000",2018,126,5,2628
1547412066-1415,https://www.funda.nl/koop/verkocht/delft/huis-40524429-klinkerbuurt-3-fase-2-bouwnr-94/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 94),2628 ZT Delft,"363,000",2018,126,4,2628
1547408973-737,https://www.funda.nl/koop/verkocht/delft/huis-40574760-van-saenredamstraat-22/?navigateSource=resultlist,Van Saenredamstraat 22,2613 NT Delft,"259,000",1935,83,4,2613
1547411019-1185,https://www.funda.nl/koop/verkocht/delft/appartement-49086114-bouwnummer-bouwnr-2/?navigateSource=resultlist,Building number (Building No. 2),2613 SS Delft,"401,855",2018,110,4,2613
1547407917-505,https://www.funda.nl/koop/verkocht/delft/huis-49389522-dirklangenstraat-47/?navigateSource=resultlist,Dirklangenstraat 47,2611 HV Delft,"400,000",1930,162,6,2611
1547407761-470,https://www.funda.nl/koop/verkocht/delft/appartement-40405099-oostblok-108/?navigateSource=resultlist,Eastern block 108,2612 PE Delft,"116,000",1958,49,3,2612
1547411925-1386,https://www.funda.nl/koop/verkocht/delft/appartement-40662290-bouwnummer-bouwnr-234/?navigateSource=resultlist,Building number (Building No. 234),2611 BV Delft,"193,000",2018,37,1,2611
1547411340-1256,https://www.funda.nl/koop/verkocht/delft/appartement-40662207-bouwnummer-bouwnr-333/?navigateSource=resultlist,Building number (Building No. 333),2611 BV Delft,"199,000",2018,37,1,2611
1547407711-459,https://www.funda.nl/koop/verkocht/delft/huis-40402657-hoornsestraat-31/?navigateSource=resultlist,Hoornsestraat 31,2613 PC Delft,"309,000",1940,86,4,2613
1547408618-660,https://www.funda.nl/koop/verkocht/delft/huis-49301291-willemstraat-13/?navigateSource=resultlist,Willemstraat 13,2613 DR Delft,"227,500",1906,89,4,2613
1547410531-1076,https://www.funda.nl/koop/verkocht/delft/huis-40635970-sowetostraat-29/?navigateSource=resultlist,Sowetostraat 29,2622 LA Delft,"325,000",1990,129,6,2622
1547411782-1354,https://www.funda.nl/koop/verkocht/delft/huis-40426474-klinkerbuurt-3-fase-1-bouwnr-129/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 129),2628 ZR Delft,"437,500",2018,161,6,2628
1547408829-706,https://www.funda.nl/koop/verkocht/delft/appartement-40402779-kloosterkade-5/?navigateSource=resultlist,Kloosterkade 5,2628 HV Delft,"275,000",2006,89,3,2628
1547411428-1276,https://www.funda.nl/koop/verkocht/delft/appartement-40698231-hendrick-de-keyserweg-145/?navigateSource=resultlist,Hendrick de Keyserweg 145,2612 KD Delft,"250,000",2005,114,5,2612
1547410417-1051,https://www.funda.nl/koop/verkocht/delft/appartement-40757212-foulkeslaan-118/?navigateSource=resultlist,Foulkeslaan 118,2625 RC Delft,"195,000",1973,95,5,2625
1547412788-1576,https://www.funda.nl/koop/verkocht/delft/huis-40873508-hof-van-delftlaan-120/?navigateSource=resultlist,Hof van Delftlaan 120,2613 BS Delft,"525,000",1935,139,6,2613
1547409108-767,https://www.funda.nl/koop/verkocht/delft/appartement-40511156-voorstraat-36-d/?navigateSource=resultlist,Voorstraat 36 d,2611 JR Delft,"550,000",2002,130,4,2611
1547411883-1377,https://www.funda.nl/koop/verkocht/delft/huis-40426497-klinkerbuurt-3-fase-1-bouwnr-77/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 77),2628 ZR Delft,"365,000",2018,126,5,2628
1547408229-574,https://www.funda.nl/koop/verkocht/delft/huis-40450888-oostsingel-94/?navigateSource=resultlist,Oostsingel 94,2612 HG Delft,"485,000",1894,129,4,2612
1547413242-1669,https://www.funda.nl/koop/verkocht/delft/huis-40893653-zuidwal-23/?navigateSource=resultlist,Zuidwal 23,2611 DD Delft,"725,000",2005,200,7,2611
1547411032-1188,https://www.funda.nl/koop/verkocht/delft/appartement-49086119-bouwnummer-bouwnr-3/?navigateSource=resultlist,Building number (Building No. 3),2613 SS Delft,"531,691",2018,140,4,2613
1547412644-1544,https://www.funda.nl/koop/verkocht/delft/huis-40808233-cellebroerstraat-55/?navigateSource=resultlist,Cellebroerstraat 55,2611 NB Delft,"235,000",1850,53,3,2611
1547409615-874,https://www.funda.nl/koop/verkocht/delft/huis-40525239-nieuwe-langendijk-38/?navigateSource=resultlist,New Langendijk 38,2611 UK Delft,"235,000",1906,68,4,2611
1547409150-776,https://www.funda.nl/koop/verkocht/delft/appartement-40407268-machteld-van-meterenlaan-87/?navigateSource=resultlist,Machteld van Meterenlaan 87,2628 LP Delft,"349,000",2001,103,3,2628
1547411432-1277,https://www.funda.nl/koop/verkocht/delft/appartement-40627866-taj-mahalplaats-3/?navigateSource=resultlist,Taj Mahalplaats 3,2624 NM Delft,"345,000",2012,148,6,2624
1547408935-728,https://www.funda.nl/koop/verkocht/delft/huis-49024114-wissingstraat-3/?navigateSource=resultlist,Wissingstraat 3,2628 ZR Delft,"435,000",2018,167,7,2628
1547409405-831,https://www.funda.nl/koop/verkocht/delft/huis-40470580-lesothostraat-24/?navigateSource=resultlist,Lesothostraat 24,2622 LB Delft,"299,000",1990,115,5,2622
1547411542-1301,https://www.funda.nl/koop/verkocht/delft/appartement-40870628-piet-heinstraat-36/?navigateSource=resultlist,Piet Heinstraat 36,2628 RK Delft,"325,000",1930,110,7,2628
1547411597-1313,https://www.funda.nl/koop/verkocht/delft/appartement-40865661-hendrick-de-keyserweg-110/?navigateSource=resultlist,Hendrick de Keyserweg 110,2612 KJ Delft,"137,500",1955,58,4,2612
1547409354-820,https://www.funda.nl/koop/verkocht/delft/appartement-40564524-molenweide-15/?navigateSource=resultlist,Molenweide 15,2614 LJ Delft,"209,000",2007,61,2,2614
1547412332-1474,https://www.funda.nl/koop/verkocht/delft/appartement-40662298-bouwnummer-bouwnr-232/?navigateSource=resultlist,Building number (Building No. 232),2611 BV Delft,"193,000",2018,37,1,2611
1547409455-843,https://www.funda.nl/koop/verkocht/delft/huis-49340822-zomerpad-15/?navigateSource=resultlist,Zomerpad 15,2614 WC Delft,"319,000",1994,121,8,2614
1547408183-564,https://www.funda.nl/koop/verkocht/delft/huis-49383410-gelukkig-slot-bouwnr-15/?navigateSource=resultlist,Happy Slot (Building No. 15),2614 SR Delft,"384,000",2018,131,5,2614
1547411850-1369,https://www.funda.nl/koop/verkocht/delft/huis-40426489-klinkerbuurt-3-fase-1-bouwnr-69/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 69),2628 ZR Delft,"357,000",2018,126,5,2628
1547410274-1019,https://www.funda.nl/koop/verkocht/delft/huis-49066236-zuiverwonenk17-bouwnr-17/?navigateSource=resultlist,ZuiverWonen (K17) (Building No. 17),2614 KH Delft,"711,820",2018,160,5,2614
1547409936-944,https://www.funda.nl/koop/verkocht/delft/huis-40602056-laan-van-altena-54/?navigateSource=resultlist,Laan van Altena 54,2613 AJ Delft,"590,000",2015,149,6,2613
1547410800-1136,https://www.funda.nl/koop/verkocht/delft/huis-40589907-floris-bouwnr-2/?navigateSource=resultlist,Floris (Building No. 2),2613 JV Delft,"555,000",2018,148,6,2613
1547410657-1104,https://www.funda.nl/koop/verkocht/delft/appartement-40544774-roland-holstlaan-903/?navigateSource=resultlist,Roland Holstlaan 903,2624 KE Delft,"185,000",1967,96,4,2624
1547412383-1486,https://www.funda.nl/koop/verkocht/delft/appartement-40823642-simonsstraat-89-ii/?navigateSource=resultlist,Simonsstraat 89 II,2628 TG Delft,"200,000",1921,104,4,2628
1547411871-1374,https://www.funda.nl/koop/verkocht/delft/huis-40426494-klinkerbuurt-3-fase-1-bouwnr-74/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 74),2628 ZR Delft,"356,000",2018,126,5,2628
1547408394-610,https://www.funda.nl/koop/verkocht/delft/appartement-40489683-frank-van-borselenstraat-22/?navigateSource=resultlist,Frank van Borselenstraat 22,2613 NL Delft,"189,000",1959,76,4,2613
1547408563-648,https://www.funda.nl/koop/verkocht/delft/huis-49330838-willemstraat-17/?navigateSource=resultlist,Willemstraat 17,2613 DR Delft,"250,000",1906,83,5,2613
1547411652-1325,https://www.funda.nl/koop/verkocht/delft/huis-40874853-hof-van-zilverlicht-33/?navigateSource=resultlist,Hof van Zilverlicht 33,2614 TV Delft,"300,000",1995,117,5,2614
1547408550-645,https://www.funda.nl/koop/verkocht/delft/appartement-40482823-herman-gorterhof-88/?navigateSource=resultlist,Herman Gorterhof 88,2624 XH Delft,"142,500",1966,70,4,2624
1547407610-437,https://www.funda.nl/koop/verkocht/delft/huis-49233757-laan-van-bentvelsen/?navigateSource=resultlist,Laan van Bentvelsen,2614 KH Delft,"367,500",2018,130,5,2614
1547410543-1079,https://www.funda.nl/koop/verkocht/delft/huis-40613457-de-vriesstraat-42/?navigateSource=resultlist,De Vriesstraat 42,2613 CC Delft,"399,000",1933,111,4,2613
1547410041-967,https://www.funda.nl/koop/verkocht/delft/appartement-40697095-herculesweg-133/?navigateSource=resultlist,Herculesweg 133,2624 VV Delft,"121,125",1970,92,4,2624
1547412910-1603,https://www.funda.nl/koop/verkocht/delft/appartement-40802530-spoorsingel-25-e/?navigateSource=resultlist,Spoorsingel 25 E,2613 BE Delft,"150,000",1875,35,2,2613
1547408411-614,https://www.funda.nl/koop/verkocht/delft/appartement-40435822-roland-holstlaan-1027/?navigateSource=resultlist,Roland Holstlaan 1027,2624 KK Delft,"185,000",1968,97,4,2624
1547410746-1124,https://www.funda.nl/koop/verkocht/delft/huis-40660611-insulindeweg-13/?navigateSource=resultlist,Insulindeweg 13,2612 EL Delft,"545,000",1935,156,7,2612
1547408868-713,https://www.funda.nl/koop/verkocht/delft/huis-40431741-molslaan-157/?navigateSource=resultlist,Molslaan 157,2611 RL Delft,"275,000",1874,87,4,2611
1547409746-902,https://www.funda.nl/koop/verkocht/delft/huis-40650717-molenweide-74/?navigateSource=resultlist,Molenweide 74,2614 LK Delft,"509,000",2007,172,6,2614
1547411348-1258,https://www.funda.nl/koop/verkocht/delft/appartement-40500928-chilipad-43/?navigateSource=resultlist,Chilipad 43,2622 AZ Delft,"288,800",2018,77,3,2622
1547410070-974,https://www.funda.nl/koop/verkocht/delft/huis-40663718-lookwatering-38/?navigateSource=resultlist,Lookwatering 38,2614 KA Delft,"640,000",1995,135,6,2614
1547407862-493,https://www.funda.nl/koop/verkocht/delft/huis-40410388-graswinckelstraat-14/?navigateSource=resultlist,Graswinckelstraat 14,2613 PW Delft,"214,500",1906,67,3,2613
1547409396-829,https://www.funda.nl/koop/verkocht/delft/appartement-40656114-cornelis-trompstraat-55-ii/?navigateSource=resultlist,Cornelis Trompstraat 55 II,2628 RP Delft,"250,000",1921,79,5,2628
1547410771-1129,https://www.funda.nl/koop/verkocht/delft/appartement-40604774-jan-willem-frisostraat-66/?navigateSource=resultlist,Jan Willem Frisostraat 66,2628 TS Delft,"175,000",1925,68,3,2628
1547411748-1347,https://www.funda.nl/koop/verkocht/delft/huis-40426467-klinkerbuurt-3-fase-1-bouwnr-122/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 122),2628 ZR Delft,"447,500",2018,166,6,2628
1547412269-1460,https://www.funda.nl/koop/verkocht/delft/appartement-40860505-aart-van-der-leeuwlaan-1128/?navigateSource=resultlist,Aart van der Leeuwlaan 1128,2624 MC Delft,"249,000",1972,119,5,2624
1547411833-1366,https://www.funda.nl/koop/verkocht/delft/huis-40426486-klinkerbuurt-3-fase-1-bouwnr-66/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 66),2628 ZR Delft,"357,000",2018,126,5,2628
1547412096-1422,https://www.funda.nl/koop/verkocht/delft/appartement-40744542-vulcanusweg-113/?navigateSource=resultlist,Vulcanusweg 113,2624 AT Delft,"129,625",1969,93,4,2624
1547411987-1399,https://www.funda.nl/koop/verkocht/delft/huis-40524413-klinkerbuurt-3-fase-2-bouwnr-106/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 106),2628 ZT Delft,"450,000",2018,161,5,2628
1547412517-1516,https://www.funda.nl/koop/verkocht/delft/appartement-40713801-molslaan-11-a/?navigateSource=resultlist,Molslaan 11 a,2611 RJ Delft,"235,000",1881,55,2,2611
1547407732-464,https://www.funda.nl/koop/verkocht/delft/appartement-49359936-hoefslagendreef-5/?navigateSource=resultlist,Hoefslagendreef 5,2614 ML Delft,"232,500",2010,109,5,2614
1547411727-1342,https://www.funda.nl/koop/verkocht/delft/appartement-40878917-ternatestraat-7/?navigateSource=resultlist,Ternatestraat 7,2612 AW Delft,"175,000",1934,62,3,2612
1547411525-1297,https://www.funda.nl/koop/verkocht/delft/appartement-40714287-foulkeslaan-55/?navigateSource=resultlist,Foulkeslaan 55,2625 PZ Delft,"175,000",1973,94,4,2625
1547411158-1216,https://www.funda.nl/koop/verkocht/delft/appartement-40589017-guldenwater-1-bouwnr-1095/?navigateSource=resultlist,Guldenwater 1 (Building No. 1095),2613 JV Delft,"274,000",2018,66,2,2613
1547412927-1607,https://www.funda.nl/koop/verkocht/delft/appartement-40890676-burgwal-32-a/?navigateSource=resultlist,Burgwal 32 A,2611 GJ Delft,"435,000",1900,125,5,2611
1547409045-753,https://www.funda.nl/koop/verkocht/delft/appartement-40588259-storklaan-3/?navigateSource=resultlist,Storklaan 3,2613 XS Delft,"179,500",1966,78,4,2613
1547411112-1205,https://www.funda.nl/koop/verkocht/delft/appartement-40726408-bosboom-toussaintplein-84/?navigateSource=resultlist,Bosboom-Toussaintplein 84,2624 DG Delft,"160,000",1968,65,3,2624
1547408825-705,https://www.funda.nl/koop/verkocht/delft/appartement-40447753-litouwen-12/?navigateSource=resultlist,Lithuania 12,2613 MB Delft,"220,000",1993,73,2,2613
1547409346-818,https://www.funda.nl/koop/verkocht/delft/appartement-40655900-molenweide-13/?navigateSource=resultlist,Molenweide 13,2614 LJ Delft,"215,000",2008,63,3,2614
1547409948-947,https://www.funda.nl/koop/verkocht/delft/huis-40689530-koepoortstraat-37/?navigateSource=resultlist,Koepoortstraat 37,2612 HS Delft,"259,000",1905,76,4,2612
1547412050-1412,https://www.funda.nl/koop/verkocht/delft/huis-40524426-klinkerbuurt-3-fase-2-bouwnr-85/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 85),2628 ZT Delft,"363,000",2018,126,4,2628
1547412699-1556,https://www.funda.nl/koop/verkocht/delft/appartement-40983675-parkzoom-69/?navigateSource=resultlist,Parkzoom 69,2614 TC Delft,"325,000",1994,115,3,2614
1547409371-824,https://www.funda.nl/koop/verkocht/delft/appartement-40580984-bosboom-toussaintplein-276/?navigateSource=resultlist,Bosboom-Toussaintplein 276,2624 DR Delft,"150,000",1967,65,3,2624
1547410986-1177,https://www.funda.nl/koop/verkocht/delft/appartement-86905209-hendrik-tollensstraat-374/?navigateSource=resultlist,Hendrik Tollensstraat 374,2624 BW Delft,"160,000",1968,68,4,2624
1547411108-1204,https://www.funda.nl/koop/verkocht/delft/appartement-40744168-oranje-plantage-55/?navigateSource=resultlist,Oranje Plantage 55,2611 TL Delft,"240,000",1885,65,2,2611
1547407943-511,https://www.funda.nl/koop/verkocht/delft/appartement-40415254-roland-holstlaan-1107/?navigateSource=resultlist,Roland Holstlaan 1107,2624 KM Delft,"195,000",1968,112,5,2624
1547412037-1409,https://www.funda.nl/koop/verkocht/delft/huis-40524423-klinkerbuurt-3-fase-2-bouwnr-82/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 82),2628 ZT Delft,"363,000",2018,126,4,2628
1547412264-1459,https://www.funda.nl/koop/verkocht/delft/appartement-40860115-pijperring-315/?navigateSource=resultlist,Piper ring 315,2625 EX Delft,"101,250",1969,74,3,2625
1547409742-901,https://www.funda.nl/koop/verkocht/delft/appartement-40521926-adama-van-scheltemaplein-65/?navigateSource=resultlist,Adama van Scheltemaplein 65,2624 PH Delft,"205,000",1972,117,5,2624
1547410455-1059,https://www.funda.nl/koop/verkocht/delft/huis-40590403-griegstraat-26/?navigateSource=resultlist,Griegstraat 26,2625 AE Delft,"250,000",1994,117,5,2625
1547411601-1314,https://www.funda.nl/koop/verkocht/delft/appartement-40866544-herculesweg-139/?navigateSource=resultlist,Herculesweg 139,2624 VV Delft,"123,250",1969,90,5,2624
1547410244-1012,https://www.funda.nl/koop/verkocht/delft/huis-40663340-oostsingel-106/?navigateSource=resultlist,Oostsingel 106,2612 HG Delft,"475,000",1906,130,7,2612
1547410104-981,https://www.funda.nl/koop/verkocht/delft/huis-40621556-buitenwatersloot-195/?navigateSource=resultlist,Buitenwatersloot 195,2613 TE Delft,"235,000",1930,56,3,2613
1547409606-873,https://www.funda.nl/koop/verkocht/delft/appartement-40521713-pijperring-155/?navigateSource=resultlist,Pipe ring 155,2625 EM Delft,"95,625",1969,74,3,2625
1547411966-1395,https://www.funda.nl/koop/verkocht/delft/huis-40524409-klinkerbuurt-3-fase-2-bouwnr-102/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 102),2628 ZT Delft,"447,500",2018,161,5,2628
1547411770-1352,https://www.funda.nl/koop/verkocht/delft/huis-40426462-klinkerbuurt-3-fase-1-bouwnr-127/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 127),2628 ZR Delft,"440,000",2018,161,6,2628
1547410261-1016,https://www.funda.nl/koop/verkocht/delft/huis-49066219-zuiverwonen-k11-bouwnummer-11/?navigateSource=resultlist,ZuiverWonen (K11) Building number 11,2614 KH Delft,"712,430",2018,160,1,2614
1547412855-1591,https://www.funda.nl/koop/verkocht/delft/huis-40887895-adriaan-pauwstraat-58/?navigateSource=resultlist,Adriaan Pauwstraat 58,2613 DB Delft,"469,000",1930,125,5,2613
1547408592-654,https://www.funda.nl/koop/verkocht/delft/huis-40416842-carthuyzerstraat-1/?navigateSource=resultlist,Carthuyzerstraat 1,2613 PA Delft,"250,000",1899,76,4,2613
1547408809-701,https://www.funda.nl/koop/verkocht/delft/huis-40421588-kwartelstraat-24/?navigateSource=resultlist,Kwartelstraat 24,2623 PG Delft,"250,000",1985,123,6,2623
1547408077-541,https://www.funda.nl/koop/verkocht/delft/huis-49383496-gelukkig-slot-bouwnr-9/?navigateSource=resultlist,Happy Slot (Building No. 9),2614 SR Delft,"395,000",2018,175,7,2614
1547411593-1312,https://www.funda.nl/koop/verkocht/delft/appartement-40889182-doelenstraat-124/?navigateSource=resultlist,Doelenstraat 124,2611 NW Delft,"235,000",1930,63,3,2611
1547408508-635,https://www.funda.nl/koop/verkocht/delft/huis-40495211-burgemeestersrand-44/?navigateSource=resultlist,Burgemeestersrand 44,2625 NW Delft,"309,000",1998,115,5,2625
1547409851-925,https://www.funda.nl/koop/verkocht/delft/appartement-40662212-bouwnummer-bouwnr-436/?navigateSource=resultlist,Building number (Building No. 436),2611 BV Delft,"272,500",2018,50,1,2611
1547410028-964,https://www.funda.nl/koop/verkocht/delft/appartement-40468809-nieuwelaan-158/?navigateSource=resultlist,Nieuwelaan 158,2611 SB Delft,"248,000",1910,75,3,2611
1547408922-725,https://www.funda.nl/koop/verkocht/delft/huis-40564024-justus-van-schoonhovenstraat-4/?navigateSource=resultlist,Justus van Schoonhovenstraat 4,2613 NZ Delft,"325,000",1940,82,5,2613
1547408031-530,https://www.funda.nl/koop/verkocht/delft/huis-40452210-rotterdamseweg-256/?navigateSource=resultlist,Rotterdamseweg 256,2628 AS Delft,"475,000",1921,118,4,2628
1547409274-802,https://www.funda.nl/koop/verkocht/delft/huis-49378094-marlot-de-zeel-bouwnr-1/?navigateSource=resultlist,Marlot De Zeel (Building No. 1),2614 Delft,"337,000",2018,123,5,2614
1547413150-1651,https://www.funda.nl/koop/verkocht/delft/huis-40912013-pasteurstraat-1/?navigateSource=resultlist,Pasteurstraat 1,2613 ZW Delft,"250,000",1882,55,3,2613
1547409158-778,https://www.funda.nl/koop/verkocht/delft/huis-40598240-crommelinlaan-17/?navigateSource=resultlist,Crommellaan 17,2627 AD Delft,"335,000",1995,96,4,2627
1547411386-1266,https://www.funda.nl/koop/verkocht/delft/appartement-40710451-roland-holstlaan-953/?navigateSource=resultlist,Roland Holstlaan 953,2624 KG Delft,"149,500",1971,62,2,2624
1547412715-1560,https://www.funda.nl/koop/verkocht/delft/huis-40868989-sabangstraat-25/?navigateSource=resultlist,Sabangstraat 25,2612 BJ Delft,"300,000",1935,86,4,2612
1547408977-738,https://www.funda.nl/koop/verkocht/delft/huis-49269279-buitenwatersloot-347/?navigateSource=resultlist,Buitenwatersloot 347,2614 GS Delft,"995,000",1962,366,7,2614
1547412189-1443,https://www.funda.nl/koop/verkocht/delft/appartement-40878691-foulkeslaan-30/?navigateSource=resultlist,Foulkeslaan 30,2625 PX Delft,"195,000",1973,94,5,2625
1547409224-791,https://www.funda.nl/koop/verkocht/delft/appartement-40529009-c-fockstraat-112/?navigateSource=resultlist,C. Fockstraat 112,2613 DJ Delft,"235,000",1930,110,5,2613
1547409864-928,https://www.funda.nl/koop/verkocht/delft/huis-40429782-lambarenestraat-3/?navigateSource=resultlist,Lambarenestraat 3,2622 DN Delft,"279,500",1990,111,5,2622
1547408103-546,https://www.funda.nl/koop/verkocht/delft/huis-49383492-gelukkig-slot-bouwnr-14/?navigateSource=resultlist,Happy Slot (Building No. 14),2614 SR Delft,"490,000",2018,175,5,2614
1547411740-1345,https://www.funda.nl/koop/verkocht/delft/huis-40426403-klinkerbuurt-3-fase-1-bouwnr-57/?navigateSource=resultlist,Klinkerbuurt 3 phase 1 (Building No. 57),2628 ZR Delft,"581,000",2018,200,6,2628
1547408884-717,https://www.funda.nl/koop/verkocht/delft/appartement-40564362-akropolishof-13/?navigateSource=resultlist,Akropolishof 13,2624 NJ Delft,"255,000",2008,90,4,2624
1547412302-1468,https://www.funda.nl/koop/verkocht/delft/huis-86216674-lepelaarstraat-46/?navigateSource=resultlist,Lepelaarstraat 46,2623 NX Delft,"250,000",1979,94,4,2623
1547411647-1324,https://www.funda.nl/koop/verkocht/delft/appartement-86191968-herman-gorterhof-99/?navigateSource=resultlist,Herman Gorterhof 99,2624 XH Delft,"159,000",1966,70,4,2624
1547413079-1636,https://www.funda.nl/koop/verkocht/delft/appartement-40907422-buitenwatersloot-53/?navigateSource=resultlist,Buitenwatersloot 53,2613 TB Delft,"325,000",1931,117,6,2613
1547408986-739,https://www.funda.nl/koop/verkocht/delft/huis-40572644-valkenlaan-62/?navigateSource=resultlist,Valkenlaan 62,2623 HR Delft,"289,000",1990,102,4,2623
1547409995-957,https://www.funda.nl/koop/verkocht/delft/appartement-40607381-spoorsingel-25-a/?navigateSource=resultlist,Spoorsingel 25 A,2613 BE Delft,"145,000",1875,34,1,2613
1547412041-1410,https://www.funda.nl/koop/verkocht/delft/huis-40524424-klinkerbuurt-3-fase-2-bouwnr-83/?navigateSource=resultlist,Klinkerbuurt 3 phase 2 (Building No. 83),2628 ZT Delft,"363,000",2018,126,4,2628
1547407707-458,https://www.funda.nl/koop/verkocht/delft/appartement-49290917-jacob-catsstraat-42/?navigateSource=resultlist,Jacob Catsstraat 42,2613 HC Delft,"225,000",1929,67,4,2613
1547410180-998,https://www.funda.nl/koop/verkocht/delft/appartement-40587059-staalweg-22/?navigateSource=resultlist,Staalweg 22,2612 KK Delft,"215,000",2006,82,3,2612
1547409940-945,https://www.funda.nl/koop/verkocht/delft/appartement-40662296-bouwnummer-bouwnr-230/?navigateSource=resultlist,Building number (Building No. 230),2611 BV Delft,"193,000",2018,37,1,2611
1547411630-1321,https://www.funda.nl/koop/verkocht/delft/huis-40863462-buitenwatersloot-190/?navigateSource=resultlist,Buitenwatersloot 190,2613 SW Delft,"235,000",1906,52,3,2613
1547409510-852,https://www.funda.nl/koop/verkocht/delft/appartement-86981047-foulkeslaan-47/?navigateSource=resultlist,Foulkeslaan 47,2625 PZ Delft,"180,000",1973,96,4,2625
1547411302-1248,https://www.funda.nl/koop/verkocht/delft/huis-40572949-buitenwatersloot-254/?navigateSource=resultlist,Buitenwatersloot 254,2613 SZ Delft,"299,500",1956,63,3,2613
1547412336-1475,https://www.funda.nl/koop/verkocht/delft/huis-40673499-oude-delft-10/?navigateSource=resultlist,Oude Delft 10,2611 CC Delft,"1,695,000",2004,289,6,2611
1547410265-1017,https://www.funda.nl/koop/verkocht/delft/huis-49066225-zuiverwonen-k12-bouwnummer-12/?navigateSource=resultlist,ZuiverWonen (K12) Building number 12,2614 KH Delft,"712,430",2018,160,1,2614
1547409999-958,https://www.funda.nl/koop/verkocht/delft/huis-40526316-valkenlaan-70/?navigateSource=resultlist,Valkenlaan 70,2623 HR Delft,"275,000",1982,119,4,2623
1547407782-475,https://www.funda.nl/koop/verkocht/delft/appartement-40467731-paardenmarkt-77/?navigateSource=resultlist,Paardenmarkt 77,2611 PD Delft,"175,000",1906,50,2,2611
1547409566-864,https://www.funda.nl/koop/verkocht/delft/huis-40661641-buitenwatersloot-201/?navigateSource=resultlist,Buitenwatersloot 201,2613 TE Delft,"199,000",1906,61,3,2613
1547409266-800,https://www.funda.nl/koop/verkocht/delft/appartement-86907616-zjoekowlaan-71/?navigateSource=resultlist,Zjoekowlaan 71,2625 PK Delft,"189,000",1973,94,4,2625
1547411234-1233,https://www.funda.nl/koop/verkocht/delft/appartement-40589047-guldenwater-2-bouwnr-242/?navigateSource=resultlist,Guldenwater 2 (Building No. 242),2613 JV Delft,"297,000",2018,77,3,2613
1547410020-963,https://www.funda.nl/koop/verkocht/delft/huis-40576801-willem-de-zwijgerstraat-6/?navigateSource=resultlist,Willem de Zwijgerstraat 6,2628 SP Delft,"549,000",1914,162,7,2628
1547409801-914,https://www.funda.nl/koop/verkocht/delft/huis-40532433-verwersdijk-28/?navigateSource=resultlist,Verwersdijk 28,2611 NH Delft,"325,000",1898,101,3,2611
1547408483-630,https://www.funda.nl/koop/verkocht/delft/huis-86802578-ruivenstraat-18/?navigateSource=resultlist,Ruivenstraat 18,2629 HL Delft,"199,000",1924,84,4,2629
1547412420-1494,https://www.funda.nl/koop/verkocht/delft/appartement-40801176-hendrik-tollensstraat-272/?navigateSource=resultlist,Hendrik Tollensstraat 272,2624 BP Delft,"125,000",1967,65,3,2624
1547412471-1505,https://www.funda.nl/koop/verkocht/delft/appartement-40838366-ambonstraat-30/?navigateSource=resultlist,Ambonstraat 30,2612 BM Delft,"225,000",1936,67,3,2612
1547412711-1559,https://www.funda.nl/koop/verkocht/delft/appartement-40847502-van-adrichemstraat-253/?navigateSource=resultlist,Van Adrichemstraat 253,2614 BP Delft,"92,500",1965,30,1,2614
1547409024-748,https://www.funda.nl/koop/verkocht/delft/appartement-40559516-glenn-millerstraat-66/?navigateSource=resultlist,Glenn Millerstraat 66,2625 WM Delft,"215,000",2011,73,3,2625
1547407724-462,https://www.funda.nl/koop/verkocht/delft/huis-40491597-arnoldstraat-14/?navigateSource=resultlist,Arnoldstraat 14,2613 DW Delft,"230,000",1930,87,4,2613
1547410493-1068,https://www.funda.nl/koop/verkocht/delft/appartement-40694971-oude-delft-43-c/?navigateSource=resultlist,Oude Delft 43 c,2611 BC Delft,"225,000",1979,62,2,2611
1547408259-581,https://www.funda.nl/koop/verkocht/delft/huis-49334872-gerbrandylaan-32/?navigateSource=resultlist,Gerbrandylaan 32,2625 LR Delft,"678,000",1968,212,9,2625
